Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Cluster
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Racing,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Adventure,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Misc,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Platform,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Racing,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Racing,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Misc,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Puzzle,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,2
Platform,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Racing,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,2
Fighting,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Puzzle,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,2
Action,0.01999999999999999,0.0,0.0,0.010000000000000002,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Platform,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Racing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Misc,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Simulation,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Misc,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Puzzle,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Simulation,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Shooter,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.02999999999999997,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Platform,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.010000000000000009,0.0,0.009999999999999995,6.938893903907228e-18,0.030000000000000027,1
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Platform,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.01999999999999999,0.0,0.0,0.010000000000000002,0.030000000000000027,0
Racing,0.0,0.03,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.0,0.0,0.010000000000000002,0.030000000000000027,0
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Puzzle,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Shooter,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Fighting,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,2
Platform,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Shooter,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Platform,0.0,0.0,0.020000000000000004,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Racing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Shooter,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Platform,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Platform,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Sports,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.0,0.01999999999999999,0.0,0.010000000000000002,0.030000000000000027,1
Sports,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Sports,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Racing,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Racing,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Shooter,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Puzzle,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Misc,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Puzzle,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Role-Playing,0.0,0.010000000000000009,0.009999999999999995,6.938893903907228e-18,0.030000000000000027,1
Platform,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,2
Action,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Sports,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Platform,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Role-Playing,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Simulation,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Sports,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Strategy,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Role-Playing,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Shooter,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Adventure,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,0
Sports,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Shooter,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,1
Racing,0.01999999999999999,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,2
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Strategy,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.01999999999999999,0.0,0.0,6.938893903907228e-18,0.030000000000000027,0
Sports,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Simulation,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,1
Action,0.0,0.01999999999999999,0.0,6.938893903907228e-18,0.030000000000000027,0
Adventure,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,0
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Misc,0.0,0.0,0.03,6.938893903907228e-18,0.030000000000000027,2
Sports,0.010000000000000009,0.010000000000000009,0.0,6.938893903907228e-18,0.030000000000000027,1
